id;cnc_nb;visa_nb;title;movie_type;has_ad;movie_public
9535;1985095126;059404;LES ROIS DU GAG;COMEDIE;;TP
9536;1985095127;059094;LES SPECIALISTES;AVENTURES;;TP
9537;1985095129;052788;LE FEU SOUS LA PEAU;EROTIQUE;;16
9538;1985095131;054626;UN FILM;DRAME;;
9539;1985095132;058122;LA JEUNE FILLE ET L ENFER;DRAME;;12
9540;1985095134;058547;LE COW BOY;COMEDIE;;TP
9541;1985095135;059412;POULET AU VINAIGRE;POLICIER;;TP
9542;1985095137;059495;MONSIEUR DE POURCEAUGNAC;COMEDIE DRAMATIQUE;;TP
9543;1985095139;058903;APOCALYPSE DANS L OCEAN ROUGE;POLICIER;;TP
9544;1985095141;058937;HORS LA LOI;DRAME;;TP
9545;1985095142;059209;BLANCHE ET MARIE;DRAME;;TP
9546;1985095144;059113;ADIEU BLAIREAU;DRAME;;TP
9547;1985095145;058998;LE TEMPS D UN INSTANT;DRAME;;TP
9548;1985095146;058447;LES POINGS FERMES;DRAME;;TP
9549;1985095148;057909;LIBERTE EGALITE CHOUCROUTE;COMEDIE;;TP
9550;1985095149;059490;LE THE AU HAREM D ARCHIMEDE;DRAME;;TP
9551;1985095150;058744;JOY ET JOAN;EROTIQUE;;18A
9552;1985095153;058682;ADIEU BONAPARTE;DRAME;;TP
9553;1985095154;059132;DAVID THOMAS ET LES AUTRES;COMEDIE DRAMATIQUE;;TP
9554;1985095157;058337;L AVENIR D EMILIE;DRAME;;TP
9555;1985095158;059215;DETECTIVE;POLICIER;;TP
9556;1985095159;059356;HURLEVENT;DRAME;;TP
9557;1985095160;059463;CARRE BLANC;DRAME;;12
9558;1985095162;058593;LE MEILLEUR DE LA VIE;DRAME;;TP
9559;1985095164;059393;LE FOU DE GUERRE;DRAME;;TP
9560;1985095165;059371;ESCALIER C;DRAME;;TP
9561;1985095166;058919;LUNE DE NOVEMBRE;DRAME;;TP
9562;1985095167;059892;PARKING;MUSICAL;;TP
9563;1985095170;058525;DIESEL;FANTASTIQUE;;12
9564;1985095177;058637;LES BALISEURS DU DESERT;DRAME;;TP
9565;1985095178;059710;SPECIAL POLICE;POLICIER;;TP
9566;1985095179;059782;ON NE MEURT QUE DEUX FOIS;POLICIER;;TP
9567;1985095180;060064;LE TABLIER BRODE DE MA MERE S ETALE DANS MA VIE;DOCUMENTAIRE;;TP
9568;1985095185;057141;VERTIGES;COMEDIE DRAMATIQUE;;TP
9569;1985095187;059253;DERBORENCE;DRAME;;TP
9570;1985095188;059458;LE CAVIAR ROUGE;DRAME;;TP
9571;1985095189;059970;LE POUVOIR DU MAL;FANTASTIQUE;;TP
9572;1985095190;059184;PROFS;COMEDIE;;TP
9573;1985095192;059588;LE FACTEUR DE SAINT TROPEZ;COMEDIE;;TP
9574;1985095194;060255;LE GAFFEUR;COMEDIE;;TP
9575;1985095195;059868;PAROLE DE FLIC;POLICIER;;12
9576;1985095198;060087;LA BASTON;POLICIER;;TP
9577;1985097501;059905;BRAS DE FER;DRAME;;TP
9578;1985097503;060121;LE QUATRIEME POUVOIR;DRAME;;TP
9579;1985097506;060005;L AMOUR PROPRE NE LE RESTE JAMAIS TRES LONGTEMPS;COMEDIE;;12
9580;1985097508;058756;KOMBA DIEU DES PYGMEES;DOCUMENTAIRE;;TP
9581;1985097509;060227;TROIS HOMMES ET UN COUFFIN;COMEDIE;;TP
9582;1985097510;059669;LE NEVEU DE BEETHOVEN;COMEDIE DRAMATIQUE;;TP
9583;1985097513;059580;EXIT EXIL;DRAME;;TP
9584;1985097515;058657;L EXECUTRICE;POLICIER;;12
9585;1985097516;059673;L AMOUR OU PRESQUE;DRAME;;TP
9586;1985097518;060183;LE MARIAGE DU SIECLE;COMEDIE;;TP
9587;1985097521;059484;HAREM;DRAME;;TP
9588;1985097522;057901;DRESSAGE;EROTIQUE;;18A
9589;1985097523;060067;UNE FEMME OU DEUX;COMEDIE;;TP
9590;1985097524;060097;LA TENTATION D ISABELLE;DRAME;;TP
9591;1985097525;060033;SANS TOIT NI LOI;DRAME;OUI;TP
9592;1985097528;057795;HOLD UP;COMEDIE;;TP
9593;1985097529;057722;TANGOS L EXIL DE GARDEL;DRAME;;TP
9594;1985097531;059367;NIGHT MAGIC;MUSICAL;;
9595;1985097535;059519;ROUGE BAISER;DRAME;;TP
9596;1985097536;059918;LUNE DE MIEL;DRAME;;TP
9597;1985097538;060380;L HOMME AUX YEUX D ARGENT;POLICIER;;TP
9598;1985097539;060428;SCOUTS TOUJOURS;COMEDIE;;TP
9599;1985097545;060622;MOI VOULOIR TOI;DRAME;;TP
9600;1985097546;060733;L EFFRONTEE;DRAME;;TP
9601;1985097548;057915;LES LOUPS ENTRE EUX;AVENTURES;;TP
9602;1985097549;060349;ELLE A PASSE TANT D HEURES SOUS LES SUNLIGHTS;DRAME;;TP
9603;1985097550;060562;CENT FRANCS L AMOUR;COMEDIE;;12
9604;1985099117;060369;LA CAGE AUX FOLLES NUMERO 3;COMEDIE;;TP
9605;1985278048;061233;THE WAY IT IS OU EURYDICE IN THE AVENUES;DRAME;;
9606;1985288001;059738;STRANGER THAN PARADISE;DRAME;;TP
9607;1985288015;060085;HOLLYWOOD GRAFFITI;DOCUMENTAIRE;;TP
9608;1985288023;059616;FASTER PUSSYCAT KILL KILL;EROTIQUE;;16
9609;1985288042;060971;STOP MAKING SENSE;MUSICAL;;TP
9610;1985288705;060475;TARAM ET LE CHAUDRON MAGIQUE;ANIMATION;;TP
9611;1985289205;060401;LA ROSE POURPRE DU CAIRE;COMEDIE;;TP
9612;1985289901;056883;LES FRENETIQUES;HORREUR;;12
9613;1985292006;059161;NINJA III THE DOMINATION;AVENTURES;;
9614;1985292008;059157;PORTES DISPARUS;GUERRE;;TP
9615;1985292011;059168;LIFE FORCE;FANTASTIQUE;;12
9616;1985298003;057890;COTTON CLUB;DRAME;;TP
9617;1985298004;059692;BROTHER;SCIENCE FICTION;;TP
9618;1985298007;059549;VARIETY;THRILLER;;TPA
9619;1985298009;056899;DUNE;FANTASTIQUE;;TP
9620;1985298010;059945;STARFIGHTER;FANTASTIQUE;;TP
9621;1985298012;059798;BRAZIL;FANTASTIQUE;;TP
9622;1985298013;058723;;;;16
9623;1985298014;060119;LES GRIFFES DE LA NUIT;POLICIER;;12
9624;1985298017;059947;LE RETOUR DES MORTS VIVANTS;POLICIER;;12
9625;1985298018;060236;THE BOSTONIANS;DRAME;;TP
9626;1985298028;060284;SANG POUR SANG;POLICIER;;12
9627;1985298029;059949;JESUS;DRAME;;TP
9628;1985298030;060429;CHOOSE ME;DRAME;;
9629;1985298039;060837;HORROR;HORREUR;;12
9630;1985298041;060859;L'ELU;DRAME;;TP
9631;1985298044;010188;LIT DE ROSES;DRAME;;
9632;1985298046;061048;LA DERNIERE LICORNE;ANIMATION;;TP
9633;1985298047;060272;GARCON CHOC POUR NANA CHIC;COMEDIE;;TP
9634;1985298050;060092;L ANNEE DU DRAGON;POLICIER;;TP
9635;1985298704;060474;OZ UN MONDE EXTRAORDINAIRE;AVENTURES;;TP
9636;1985298707;061030;NATTY GANN;DRAME;;TP
9637;1985299102;059783;LES MUPPETS ATTAQUENT BROADWAY;COMEDIE;;TP
9638;1985299103;059913;SOLDIER S STORY;THRILLER;;TP
9639;1985299104;059943;BODY DOUBLE;POLICIER;;12
9640;1985299106;060155;MICKI ET MAUDE;COMEDIE DRAMATIQUE;;TP
9641;1985299107;059935;STARMAN;FANTASTIQUE;;TP
9642;1985299108;060157;BIRDY;DRAME;;TPA
9643;1985299109;060379;RUNAWAY L EVADE DU FUTUR;FANTASTIQUE;;TP
9644;1985299111;060427;LE DERNIER DRAGON;COMEDIE;;TP
9645;1985299112;060377;ALAMO BAY;DRAME;;TP
9646;1985299113;059944;RAMBO II LA MISSION;AVENTURES;;TP
9647;1985299116;060896;SILVERADO;WESTERN;;TP
9648;1985299118;060959;AGNES DE DIEU;DRAME;;TP
9649;1985299202;060181;TERMINATOR;FANTASTIQUE;;TP
9650;1985299203;060082;LADYHAWKE LA FEMME DE LA NUIT;FANTASTIQUE;;TP
9651;1985299204;060306;WITNESS;POLICIER;;TP
9652;1985299210;060649;LES ZEROS DE CONDUITE;COMEDIE;;TP
9653;1985299214;060867;COCOON;FANTASTIQUE;;TP
9654;1985299701;059933;A LA RECHERCHE DE GARBO;DRAME;;TP
9655;1985299704;059938;LE FLIC DE BEVERLY HILLS;POLICIER;;TP
9656;1985299706;060098;LA RIVIERE;DRAME;;TP
9657;1985299707;059941;2010;SCIENCE FICTION;;TP
9658;1985299708;059940;VOLEUR DE DESIRS;POLICIER;;TP
9659;1985299709;060400;SERIE NOIRE POUR UNE NUIT BLANCHE;DRAME;;TP
9660;1985299711;060399;BREAKFAST CLUB;COMEDIE DRAMATIQUE;;TP
9661;1985299721;060856;RETOUR VERS LE FUTUR;FANTASTIQUE;;TP
9662;1985299722;060818;EXPLORERS;FANTASTIQUE;;
9663;1985299902;059691;LA CORDE RAIDE;POLICIER;;12
9664;1985299904;059934;LA PETITE FILLE AU TAMBOUR;THRILLER;;TP
9665;1985299905;060394;MISHIMA;DRAME;;TP
9666;1985299906;060479;PALE RIDER LE CAVALIER SOLITAIRE;WESTERN;;TP
9667;1985299907;060464;POLICE ACADEMY 2 : AU BOULOT;COMEDIE;;TP
9668;1985299909;060941;PRIX DE L'EXPLOIT (LE);DRAME;;
9669;1985299911;060673;LES GOONIES;AVENTURES;;TP
9670;1985300205;060320;LA ROUTE DES INDES;DRAME;;TP
9671;1985398301;059541;ANOTHER COUNTRY;DRAME;;TP
9672;1985398302;059614;LA COMPAGNIE DES LOUPS;FANTASTIQUE;;TP
9673;1985398304;058492;LA FORET D EMERAUDE;AVENTURES;;TP
9674;1985398305;060686;DANCE WITH A STRANGER;DRAME;;TP
9675;1985399110;060378;STEAMING;DRAME;;
9676;1985399114;058942;LA PROMISE;FANTASTIQUE;;TP
9677;1985399212;060687;LEGEND;FANTASTIQUE;;TP
9678;1985399216;061045;SANTA CLAUS;COMEDIE;;TP
9679;1985399713;060513;DANGEREUSEMENT VOTRE;POLICIER;;TP
9680;1985399903;059923;LA DECHIRURE;DRAME;;TP
9681;1985407901;059721;LA CENERENTOLA;MUSICAL;;
9682;1985407902;060010;HEIMAT;DRAME;;TP
9683;1985497909;060960;TOKYO-GA;DRAME;;TP
9684;1985588503;057498;MARCHE AU PAS;COMEDIE DRAMATIQUE;;TP
9685;1985588508;060392;AMAZONIA JUNGLE BLANCHE;AVENTURES;;12
9686;1985588517;060972;ATLANTIS INTERCEPTORS;SCIENCE FICTION;;
9687;1985590203;060171;NOSTALGHIA;DRAME;;
9688;1985598504;059611;LES NUITS CHAUDES DE CLEOPATRE;EROTIQUE;;18A
9689;1985598505;051521;LES FEROCES;COMEDIE;;18A
9690;1985598506;059946;LES PLAISIRS INTERDITS;DRAME;;18A
9691;1985598507;060170;PHENOMENA;FANTASTIQUE;;12
9692;1985598511;060661;A COUTEAU TIRE;THRILLER;;12
9693;1985598513;059012;MALOMBRA;EROTIQUE;;18A
9694;1985598516;060590;LA FEMME PERVERTIE;EROTIQUE;;18A
9695;1985699213;060866;LA CHAIR ET LE SANG;AVENTURES;;12
9696;1985778109;;BRU;COMEDIE DRAMATIQUE;;
9697;1985778117;060338;EDUCATION MASCULINE;DRAME;;TP
9698;1985778118;060616;LA CAGE AUX CANARIS;DRAME;;TP
9699;1985778122;;AU BORD DE LA MER BLEUE;DRAME;;
9700;1985788107;;JEUNESSE D UN GENIE;DRAME;;
9701;1985788128;020431;LA REINE DES NEIGES;ANIMATION;;
9702;1985798104;;AUTO LE VOLCAN ET LE CHIEN PAT;ANIMATION;;
9703;1985798108;;INSOUMISE;DRAME;;
9704;1985798119;060886;RASPOUTINE L AGONIE;DRAME;;TP
9705;1985798120;060339;ROMANCE DU FRONT;DRAME;;TP
9706;1985798125;061447;ROMANCE CRUELLE;DRAME;;TP
9707;1985798127;;TESTAMENT DU PROF DOWELL;HORREUR;;
9708;1985798129;061090;LA PARENTELE;DRAME;;TP
9709;1985798130;;DESCENDANT DE LA PANTHERE BLAN;DOCUMENTAIRE;;
9710;1985888401;060022;LE BAISER DE TOSCA;DOCUMENTAIRE;;TP
9711;1985905910;059403;MEMOIRES DE PRISON;DRAME;;TP
9712;1985906703;059387;EIJANAIKA POURQUOI PAS;DRAME;;TP
9713;1985971101;;JOHNNY HALLIDAY;DOCUMENTAIRE;;
9714;1985971106;;CHAT BOTTE;ANIMATION;;
9715;1985977303;060439;LES DOUZE PILIERS DE SHAOLIN;AVENTURES;;TP
9716;1985983902;058523;LES MINETTES EN CHALEUR;XPORNO;;18A
9717;1985985911;059338;RIO ZONA NORTE;DRAME;;
9718;1985986501;060543;UNE SALE PETITE GUERRE;COMEDIE DRAMATIQUE;;TP
9719;1985986616;059952;DEAD END STREET SANS ISSUE;DRAME;;12
9720;1985986621;057713;LE KARATEKA AU POING D OR;AVENTURES;;18A
9721;1985987201;058653;GAMIANI 2 NUITS DE PLAISIR;DRAME;;18A
9722;1985987204;057617;FLAMBEUR;DRAME;;TP
9723;1985995701;060700;PAPA EST EN VOYAGE D AFFAIRES;DRAME;;TP
9724;1985995901;059339;;;;
9725;1985995908;060539;LE BAISER DE LA FEMME ARAIGNEE;DRAME;;TP
9726;1985996301;060269;LA MAISON ET LE MONDE;DRAME;;TP
9727;1985996316;061043;TONNERRES LOINTAINS;DRAME;;TP
9728;1985996603;058465;LES MASSACRES DU TEMPLE D OR;AVENTURES;;TP
9729;1985996606;059773;RAZORBACK;FANTASTIQUE;;12
9730;1985996614;060207;AU DELA DES MURS;DRAME;;TP
9731;1985996627;060570;L ENFER DES ARMES;DRAME;;12
9732;1985996640;060714;MAD MAX AU DELA DU DOME DU TONNERRE;AVENTURES;;TP
9733;1985996643;058877;VISAGES DE FEMMES DESTIN DE FEMMES;DRAME;;TP
9734;1985996646;;TRAVERSEES;DRAME;;
9735;1985996701;059059;ANTARCTICA;AVENTURES;;TP
9736;1985996801;060561;COLONEL REDL;DRAME;;TP
9737;1985996802;061211;L ARROSEUSE ORANGE;COMEDIE DRAMATIQUE;;TP
9738;1985997101;059992;L ANNEE DU SOLEIL CALME;DRAME;;TP
9739;1985997205;060931;PADRE NUESTRO;DRAME;;TP
9740;1985997802;060887;LES BONS DEBARRAS;COMEDIE DRAMATIQUE;;
9741;1986005101;059069;LE SOULIER DE SATIN;DRAME;;TP
9742;1986075110;060046;VOLUPTES AUX CANARIES;EROTIQUE;;18A
9743;1986075115;061096;PEAU D ANGE;FANTASTIQUE;;TP
9744;1986075154;061218;LE CLUB DES EMMANUELLES;DRAME;;18A
9745;1986075166;061838;LA PEAU DE L OURS N EST PAS A VENDRE;COMEDIE;;TP
9746;1986075171;058901;PANTHER SQUAD;SCIENCE FICTION;;
9747;1986075189;061112;LES ESCADRONS DE LA MORT;DOCUMENTAIRE;;18A
9748;1986077514;063132;LES MINIPOUSS;ANIMATION;;TP
9749;1986077530;061843;IL ETAIT UNE FOIS LE DIABLE;HORREUR;;12
9750;1986077535;056137;LA ROSIERE DE PESSAC 79;DOCUMENTAIRE;;TP
9751;1986080218;059637;ASTERIX CHEZ LES BRETONS;ANIMATION;;TP
9752;1986080219;061409;KAMIKAZE;FANTASTIQUE;;TP
9753;1986080221;061808;LA VIE DISSOLUE DE GERARD FLOQUE;COMEDIE;;TP
9754;1986082009;058101;LA YIDDISH CONNECTION;COMEDIE;;TP
9755;1986085102;060710;C  EST PAS LE PIED POUR LES MACHOS;EROTIQUE;;18A
9756;1986085109;059760;LE BONHEUR A ENCORE FRAPPE;COMEDIE;;TP
9757;1986085112;056721;L UNIQUE;FANTASTIQUE;;TP
9758;1986085116;060755;TROP TARD BALTHAZAR;DRAME;;TP
9759;1986085117;060738;DEUX ENFOIRES A SAINT TROPEZ;COMEDIE;;TP
9760;1986085118;040082;LE FRANC-TIREUR;AVENTURES;;TP
9761;1986085120;059604;LA MACHINE A DECOUDRE;COMEDIE DRAMATIQUE;;TP
9762;1986085128;051020;EMMANUELLE A CANNES;EROTIQUE;;18A
9763;1986085131;060889;JUSTICE DE FLIC;POLICIER;;12
9764;1986085133;061234;SUIVEZ MON REGARD;COMEDIE;;TP
9765;1986085135;056161;LA FUITE A L ANGLAISE;DRAME;;TP
9766;1986085137;061228;TENUE DE SOIREE;DRAME;;TP
9767;1986085145;060568;LE LABYRINTHE PICASSO;DOCUMENTAIRE;;TP
9768;1986085147;059930;COUPS FOURRES;DRAME;;TP
9769;1986085159;060800;LA PRESQU ILE;DRAME;;TP
9770;1986085162;061255;LE DEBUTANT;COMEDIE;;TP
9771;1986085163;061243;LE COUTEAU SOUS LA GORGE;HORREUR;;18A
9772;1986085164;061719;LA NUIT DU RISQUE;POLICIER;;TP
9773;1986085165;060905;PRUNELLE BLUES;POLICIER;;TP
9774;1986085167;061704;NOIR ET BLANC;DRAME;;TP
9775;1986085170;061994;LE COLLEGE FILE A L ANGLAISE;XPORNO;;TP
9776;1986085174;061430;QUI TROP EMBRASSE;DRAME;;TP
9777;1986085175;060884;831 VOYAGE INCERTAIN;GUERRE;;TP
9778;1986085180;060594;SUSPENSE;THRILLER;;TP
9779;1986085182;061301;LE COMPLEXE DU KANGOUROU;COMEDIE;;TP
9780;1986085183;060644;LE COEUR MUSICIEN;DOCUMENTAIRE;;TP
9781;1986085193;061777;LOVE IN PARADISE;XPORNO;;X
9782;1986085194;055606;PLAISIRS JOUISSANCES;XPORNO;;X
9783;1986085196;061806;NUIT D IVRESSE;COMEDIE;;TP
9784;1986085199;057254;UBAC;AVENTURES;;TP
9785;1986085201;061247;LA REVANCHE DES MORTES VIVANTES;HORREUR;;12
9786;1986087506;061724;LA PURITAINE;DRAME;;TP
9787;1986087508;060863;JOUR ET NUIT;DRAME;;TP
9788;1986087512;061018;SOLEIL DE PLOMB;DRAME;;TP
9789;1986087516;061184;DESCENTE AUX ENFERS;DRAME;;TP
9790;1986087520;060149;LE PASSAGE;FANTASTIQUE;;TP
9791;1986087527;061106;FAUBOURG SAINT MARTIN;COMEDIE DRAMATIQUE;;TP
9792;1986087531;061217;EMMANUELLE V;EROTIQUE;;18A
9793;1986087532;059504;LES AMAZONES DU TEMPLE D OR;AVENTURES;;TP
9794;1986090204;060736;CONSEIL DE FAMILLE;COMEDIE;;TP
9795;1986090207;061383;JE HAIS LES ACTEURS;COMEDIE;;TP
9796;1986090215;060697;TWIST AGAIN A MOSCOU;COMEDIE;;TP
9797;1986092004;060918;CAPTIVE;POLICIER;;TP
9798;1986092005;060983;I LOVE YOU;COMEDIE;;TP
9799;1986092006;060843;TAXI BOY;DRAME;;TP
9800;1986092007;060947;THERESE;COMEDIE DRAMATIQUE;;TP
9801;1986095103;059882;GINGER ET FRED;DRAME;;TP
9802;1986095104;060174;PAULETTE;COMEDIE;;TP
9803;1986095105;059959;MAINE OCEAN;DRAME;;TP
9804;1986095106;060885;BANANA S BOULEVARD;COMEDIE;;TP
9805;1986095107;059960;LA GITANE;COMEDIE;;TP
9806;1986095108;060319;LA GALETTE DU ROI;COMEDIE;;TP
9807;1986095111;058733;GAZL EL BANAT (OU UNE VIE SUSPENDUE);DRAME;;
9808;1986095113;059606;LES LONGS MANTEAUX;AVENTURES;;TP
9809;1986095114;060511;ECHANGES DE FEMMES POUR LE WEEK END;XPORNO;;X
9810;1986095119;055731;DOUCE FRANCE;DRAME;;TP
9811;1986095121;060360;MON BEAU FRERE A TUE MA SOEUR;COMEDIE;;TP
9812;1986095122;059626;LE MATOU;DRAME;;TP
9813;1986095123;060936;INSPECTEUR LAVARDIN;POLICIER;;TP
9814;1986095124;060604;PARIS MINUIT;COMEDIE;;TP
9815;1986095126;060998;AIDS TROP JEUNE POUR MOURIR;DRAME;;TP
9816;1986095127;058734;BLEU COMME L ENFER;POLICIER;;TP
9817;1986095129;060720;LE LIEN DE PARENTE;DRAME;;TP
9818;1986095130;061042;BLACK MIC MAC;COMEDIE;;TP
9819;1986095132;060836;ZONE ROUGE;DRAME;;TP
9820;1986095134;060285;37 2 DEGRES LE MATIN;DRAME;;TPA
9821;1986095136;060596;GARDIEN DE LA NUIT;DRAME;;TP
9822;1986095138;058716;L AMANT MAGNIFIQUE;DRAME;;TP
9823;1986095139;060642;FOLIE SUISSE;COMEDIE DRAMATIQUE;;TP
9824;1986095140;059482;LES TROTTOIRS DE SATURNE;MUSICAL;;TP
9825;1986095141;059413;PIRATES;AVENTURES;;TP
9826;1986095142;060555;POURVU QUE CE SOIT UNE FILLE;COMEDIE;;TP
9827;1986095143;060788;SAUVE TOI LOLA;DRAME;;TP
9828;1986095144;060376;FLAGRANT DESIR;POLICIER;;TP
9829;1986095146;060924;LE LIEU DU CRIME;DRAME;;TP
9830;1986095148;061232;ETATS D AME;DRAME;;TP
9831;1986095149;060465;LE SACRIFICE;DRAME;;TP
9832;1986095150;059572;LE RAYON VERT;COMEDIE;;TP
9833;1986095152;060705;LE HAVRE;DRAME;;TP
9834;1986095153;057744;UN HOMME ET UNE FEMME-VINGT ANS DEJA;DRAME;;TP
9835;1986095155;060864;KI LO SA;COMEDIE DRAMATIQUE;;TP
9836;1986095156;061155;GENESIS;DRAME;;TP
9837;1986095157;060693;HIGH SPEED;DRAME;;TP
9838;1986095158;058351;OPERA DO MALANDRO;DRAME;;TP
9839;1986095160;060522;LE DIABLE AU CORPS;DRAME;;12
9840;1986095161;059749;GOLDEN EIGHTIES;DRAME;;
9841;1986095168;061046;MELO;DRAME;;TP
9842;1986095169;060707;LA DERNIERE IMAGE;DRAME;;TP
9843;1986095176;060797;AUTOUR DE MINUIT;MUSICAL;;TP
9844;1986095177;061438;SI T AS BESOIN DE RIEN FAIS MOI SIGNE;COMEDIE;;TP
9845;1986095178;061005;FATHERLAND;DRAME;;
9846;1986095179;061203;CORPS ET BIENS;DRAME;;TP
9847;1986095181;061463;LE PALTOQUET;DRAME;;TP
9848;1986095184;061180;PEKIN CENTRAL;COMEDIE;;TP
9849;1986095185;061019;LE PASSAGE DU SAUVAGE PAUL GAUGUIN;DRAME;;TP
9850;1986095186;059498;JEAN DE FLORETTE;DRAME;;TP
9851;1986095187;060724;LES CLOWNS DE DIEU;COMEDIE;;TP
9852;1986095188;061652;LE MOME;DRAME;;TP
9853;1986095190;060206;MAX MON AMOUR, MAX MY LOVE;DRAME;;TP
9854;1986095197;061148;LA FEMME SECRETE;DRAME;;TP
9855;1986095198;061097;LA FEMME DE MA VIE;DRAME;;TP
9856;1986097501;060743;MORT UN DIMANCHE DE PLUIE;POLICIER;;13A
9857;1986097502;060009;ICI PARLE LA MORT;BIOGRAPHIE;;TP
9858;1986097503;059932;IRENA ET LES OMBRES;DRAME;;TP
9859;1986097505;060612;SALOME;DRAME;;TP
9860;1986097507;061016;NANOU;COMEDIE DRAMATIQUE;;TP
9861;1986097509;061737;DESORDRE;DRAME;;TP
9862;1986097510;061128;RUE DU DEPART;DRAME;;TP
9863;1986097513;061098;LES FRERES PETARD;COMEDIE;;TPA
9864;1986097515;061087;COURS PRIVE;DRAME;;
9865;1986097518;059499;MANON DES SOURCES;DRAME;;TP
9866;1986097521;059438;DOUBLE MESSIEURS;COMEDIE;;TP
9867;1986097522;058305;SARRAOUNIA;DRAME;;TP
9868;1986097523;057269;LE NOM DE LA ROSE;POLICIER;;TP
9869;1986097524;062308;L ETAT DE GRACE;DRAME;;TP
9870;1986097525;060784;MAUVAIS SANG;DRAME;;TP
9871;1986097526;061145;LE SIXIEME JOUR;DRAME;;TP
9872;1986097528;062174;LES FUGITIFS;COMEDIE;;TP
9873;1986097529;062872;CHARLOTTE FOR EVER;DRAME;;12
9874;1986097533;060419;LE MAL D AIMER;DRAME;;TP
9875;1986097534;062341;ON A VOLE CHARLIE SPENCER;FANTASTIQUE;;TP
9876;1986097537;047073;L INHUMAINE;FANTASTIQUE;;TP
9877;1986097538;057450;ZEFT;COMEDIE DRAMATIQUE;;
9878;1986209703;061343;OUT OF AFRICA SOUVENIRS D AFRIQUE;DRAME;;TP
9879;1986209906;061471;LA COULEUR POURPRE;DRAME;;TP
9880;1986278008;061427;LES BISOUNOURS;ANIMATION;;TP
9881;1986278705;062756;BASIL DETECTIVE PRIVE;ANIMATION;;TP
9882;1986280202;061339;LE BATEAU PHARE;THRILLER;;TP
9883;1986282003;060542;MORT SUR LE GRIL;POLICIER;;TP
9884;1986288001;060973;RE ANIMATOR;HORREUR;;12
9885;1986288002;061208;KALIDOR;AVENTURES;;TP
9886;1986288017;061701;LA REVANCHE DE FREDDY;FANTASTIQUE;;12
9887;1986288022;059164;;;;16
9888;1986288039;062259;SPECIAL FORCE;AVENTURES;;12
9889;1986288051;062807;GOD S COUNTRY;DOCUMENTAIRE;;
9890;1986289113;063898;STAND BY ME  COMPTE SUR MOI;AVENTURES;;TP
9891;1986289721;063908;JASON LE MORT VIVANT VENDREDI 13 6EME PARTIE;POLICIER;;12
9892;1986289908;062643;UN SACRE BORDEL;COMEDIE;;TP
9893;1986289910;061851;COBRA;POLICIER;;12
9894;1986290201;061306;TARGET;POLICIER;;TP
9895;1986292002;058244;LES AVENTURES DU BOCKAROO BANZAI;FANTASTIQUE;;TP
9896;1986298003;060976;L HONNEUR DES PRIZZI;DRAME;;TP
9897;1986298005;061327;PEUR BLEUE;FANTASTIQUE;;12
9898;1986298024;061895;;;;TP
9899;1986298029;061979;BENEATH THE VALLEY OF THE ULTRAVIXIENS;EROTIQUE;;16
9900;1986298031;062016;FOOL FOR LOVE;DRAME;;
9901;1986298032;062114;A BOUT DE COURSE;AVENTURES;;TP
9902;1986298033;061845;THE HITCHER;POLICIER;;12
9903;1986298038;062319;LE CONTRAT;POLICIER;;TP
9904;1986298043;061369;THE ACTRESS;DRAME;;TP
9905;1986298047;062652;LA CAGE AUX VICES;POLICIER;;18A
9906;1986298049;062653;L INVASION VIENT DE MARS;SCIENCE FICTION;;TP
9907;1986298052;063131;HOUSE;POLICIER;;TP
9908;1986298060;062105;DOWN BY LAW SOUS LE COUP DE LA LOI;DRAME;;TP
9909;1986298068;063505;MASSACRE A LA TRONCONNEUSE 2;FANTASTIQUE;;18A
9910;1986298071;056813;MICKEY AND NICKY;DRAME;;TP
9911;1986299101;060942;SOLEIL DE NUIT;DRAME;;TP
9912;1986299102;061238;VAMPIRE VOUS AVEZ DIT VAMPIRE;ANIMATION;;12
9913;1986299103;061117;A DOUBLE TRANCHANT;POLICIER;;TP
9914;1986299108;061887;KARATE KID  LE MOMENT DE VERITE II;DRAME;;TP
9915;1986299114;064076;PEGGY SUE S EST MARIEE;DRAME;;TP
9916;1986299201;061006;COMMANDO;AVENTURES;;12
9917;1986299204;061330;LE DIAMANT DU NIL;AVENTURES;;TP
9918;1986299207;061893;HANNAH ET SES SOEURS;DRAME;;TP
9919;1986299210;062627;LES AVENTURES DE JACK BURTON DANS LES GRIFFES DU MANDARIN;AVENTURES;;TP
9920;1986299214;062760;COMME UN CHIEN ENRAGE;POLICIER;;12
9921;1986299215;064166;JUMPIN JACK FLASH;COMEDIE;;
9922;1986299701;061324;ROCKY IV;AVENTURES;;TP
9923;1986299702;061469;LE SECRET DE LA PYRAMIDE;AVENTURES;;TP
9924;1986299704;061729;POLICE FEDERALE LOS ANGELES;POLICIER;;TP
9925;1986299706;062015;ROSE BONBON;DRAME;;TP
9926;1986299712;062200;TOP GUN;AVENTURES;;TP
9927;1986299713;062189;POLTERGEIST II;FANTASTIQUE;;TP
9928;1986299715;062744;LA BRULURE HEARTBURN;DRAME;;TP
9929;1986299716;063013;L AFFAIRE CHELSEA DEARDON;DRAME;;TP
9930;1986299717;063166;LA FOLLE JOURNEE DE FERRIS BUELLER;COMEDIE;;TP
